Item_ID,Item_Store_Sales
FDW201,1642.75
FDH199,3072.53
FDW202,2656.74
FDH200,1619.42
FDW203,1659.66
FDH201,2334.66
FDW204,678.29
FDH202,3207.74
FDW205,4529.50
FDH203,642.69
FDW206,1964.90
FDH204,2395.53
FDW207,2505.98
FDH205,2033.02
FDW208,2144.54
FDH206,1403.78
FDW209,857.37
FDH207,1895.30
FDW210,3330.93
FDH208,3489.15
FDW211,2469.68
FDH209,1504.88
FDW212,871.83
FDH210,2578.33
FDW213,2847.91
FDH211,2373.40
FDW214,414.04
FDH212,1443.10
FDW215,825.34
FDH213,1936.25
FDW216,1083.30
FDH214,1317.38
FDW217,2303.84
FDH215,3124.15
FDW218,736.70
FDH216,2162.90
FDW219,3420.20
FDH217,2621.21
FDW220,1110.34
FDH218,4171.44
FDW221,1790.82
FDH219,2972.20
FDW222,2916.70
FDH220,3832.80
FDW223,794.59
FDH221,2896.46
FDW224,3649.15
FDH222,3507.67
FDW225,656.36
FDH223,3130.11
FDW226,1601.05
FDH224,2275.16
FDW227,3209.78
FDH225,3746.90
FDW228,1864.13
FDH226,1812.28
FDW229,407.09
FDH227,2034.68
FDW230,2782.87
FDH228,1648.96
FDW231,1955.39
FDH229,2316.32
FDW232,2287.45
FDH230,3324.89
FDW233,1274.24
FDH231,2378.37
FDW234,1832.08
FDH232,3223.43
FDW235,4036.88
FDH233,2090.77
FDW236,1588.85
FDH234,3169.98
FDW237,600.45
FDH235,3390.37
FDW238,3644.96
FDH236,817.03
FDW239,2420.41
FDH237,1423.44
FDW240,2287.26
FDH238,3268.75
FDW241,2850.53
FDH239,1522.49
FDW242,2577.39
FDH240,1783.50
FDW243,3384.81
FDH241,2088.30
FDW244,3133.31
FDH242,874.03
FDW245,1792.73
FDH243,2149.36
FDW246,2318.78
FDH244,3981.31
FDW247,4214.66
FDH245,2949.83
FDW248,2627.66
FDH246,792.45
FDW249,2110.32
FDH247,2969.89
FDW250,2123.06
FDH248,1919.74
FDW251,2274.38
FDH249,1212.41
FDW252,1955.10
FDH250,1256.61
FDW253,2986.13
FDH251,2080.72
FDW254,1726.28
FDH252,2502.40
FDW255,1285.20
FDH253,3223.57
FDW256,2624.94
FDH254,3031.03
FDW257,2431.55
FDH255,1804.40
FDW258,1205.79
FDH256,2480.81
FDW259,1397.75
FDH257,3202.47
FDW260,629.69
FDH258,3171.06
FDW261,693.45
FDH259,1976.51
FDW262,1264.68
FDH260,685.13
FDW263,2753.39
FDH261,2551.84
FDW264,2702.45
FDH262,3390.10
FDW265,3102.42
FDH263,2455.70
FDW266,2051.77
FDH264,2771.37
FDW267,1506.36
FDH265,1342.59
FDW268,2523.48
FDH266,2635.35
FDW269,3316.99
FDH267,4477.83
FDW270,1779.76
FDH268,1512.90
FDW271,2406.61
FDH269,3038.05
FDW272,661.08
FDH270,732.79
FDW273,1275.34
FDH271,1872.89
FDW274,2034.98
FDH272,2471.48
FDW275,779.79
FDH273,406.65
FDW276,856.59
FDH274,2543.77
FDW277,1684.21
FDH275,1770.68
FDW278,2915.94
FDH276,4305.18
FDW279,2882.58
FDH277,3968.70
FDW280,1774.42
FDH278,2007.25
FDW281,1383.44
FDH279,1706.22
FDW282,1980.27
FDH280,4570.99
FDW283,2295.42
FDH281,3043.52
FDW284,2334.08
FDH282,1318.53
FDW285,1289.99
FDH283,694.13
FDW286,1465.26
FDH284,1491.93
FDW287,2905.38
FDH285,2766.55
FDW288,1415.22
FDH286,3043.21
FDW289,1915.89
FDH287,1147.86
FDW290,1532.01
FDH288,421.45
FDW291,1714.51
FDH289,2282.49
FDW292,1440.83
FDH290,3057.08
FDW293,3113.48
FDH291,2807.54
FDW294,2001.30
FDH292,2175.08
FDW295,2094.91
FDH293,1439.66
FDW296,1740.78
FDH294,2749.66
FDW297,2313.46
FDH295,839.24
FDW298,1803.19
FDH296,3512.46
FDW299,2251.37
FDH297,1674.85
FDW300,2682.05
FDH298,1663.55
FDW301,2332.79
FDH299,4265.12
FDW302,2047.22
FDH300,690.82
FDW303,2604.65
FDH301,1082.76
FDW304,1291.72
FDH302,1349.96
FDW305,2207.18
FDH303,925.97
FDW306,2553.05
FDH304,2047.45
FDW307,1904.32
FDH305,2048.94
FDW308,2084.39
FDH306,3834.23
FDW309,2632.82
FDH307,2240.87
FDW310,2907.44
FDH308,2088.66
FDW311,2904.94
FDH309,1421.24
FDW312,1236.46
FDH310,859.59
FDW313,1216.33
FDH311,1803.38
FDW314,2901.26
FDH312,3643.90
FDW315,3438.67
FDH313,1496.00
FDW316,2261.98
FDH314,4286.54
FDW317,1604.72
FDH315,3258.67
FDW318,1932.50
FDH316,2282.06
FDW319,1228.50
FDH317,1316.83
FDW320,3120.58
FDH318,2771.41
FDW321,2832.47
FDH319,2119.46
FDW322,574.40
FDH320,825.55
FDW323,3801.80
FDH321,3320.68
FDW324,2652.60
FDH322,1167.09
FDW325,2034.70
FDH323,2948.81
FDW326,1280.63
FDH324,1591.28
FDW327,4157.08
FDH325,2533.66
FDW328,2243.65
FDH326,1027.02
FDW329,2778.29
FDH327,881.20
FDW330,1291.43
FDH328,2189.53
FDW331,2596.50
FDH329,2302.43
FDW332,2824.78
FDH330,2010.92
FDW333,1780.44
FDH331,2438.17
FDW334,3170.72
FDH332,598.58
FDW335,4282.50
FDH333,2191.60
FDW336,1380.14
FDH334,4060.87
FDW337,687.89
FDH335,1298.55
FDW338,1762.18
FDH336,1320.76
FDW339,2462.04
FDH337,1273.92
FDW340,3281.50
FDH338,1914.83
FDW341,4340.73
FDH339,1125.14
FDW342,783.85
FDH340,1246.07
FDW343,4160.47
FDH341,1389.78
FDW344,2280.63
FDH342,1462.09
FDW345,1568.53
FDH343,1018.99
FDW346,2537.62
FDH344,2796.30
FDW347,637.44
FDH345,3811.07
FDW348,2680.47
FDH346,3752.85
FDW349,3750.35
FDH347,3338.85
FDW350,3462.51
FDH348,854.18
FDW351,1477.57
FDH349,1284.88
FDW352,2114.74
FDH350,2204.22
FDW353,1247.51
FDH351,1684.03
FDW354,737.51
FDH352,2329.81
FDW355,405.86
FDH353,406.02
FDW356,1515.33
FDH354,3717.56
FDW357,634.41
FDH355,618.35
FDW358,2979.95
FDH356,2423.85
FDW359,3397.76
FDH357,1337.65
FDW360,2292.78
FDH358,1028.64
FDW361,3558.13
FDH359,4140.89
FDW362,1986.58
FDH360,2283.28
FDW363,3882.43
FDH361,1367.50
FDW364,3391.71
FDH362,2845.39
FDW365,2282.43
FDH363,2496.95
FDW366,3076.38
FDH364,2404.53
FDW367,625.94
FDH365,2439.15
FDW368,2413.68
FDH366,3134.23
FDW369,1019.20
FDH367,1202.49
FDW370,778.52
FDH368,804.15
FDW371,2030.42
FDH369,2436.01
FDW372,1488.93
FDH370,3790.49
FDW373,1560.96
FDH371,3370.21
FDW374,648.05
FDH372,2421.08
FDW375,2578.39
FDH373,1427.49
FDW376,1319.45
FDH374,1590.98
FDW377,2608.84
FDH375,1763.76
FDW378,2199.73
FDH376,843.00
FDW379,1556.41
FDH377,3035.05
FDW380,2793.60
FDH378,3575.10
FDW381,3376.10
FDH379,2441.37
FDW382,4140.94
FDH380,2889.89
FDW383,2261.77
FDH381,713.14
FDW384,3831.64
FDH382,2273.67
FDW385,4033.17
FDH383,1275.87
FDW386,1932.41
FDH384,2405.56
FDW387,2373.40
FDH385,2958.32
FDW388,408.73
FDH386,3614.31
FDW389,409.71
FDH387,1724.16
FDW390,1272.07
FDH388,2599.30
FDW391,2923.82
FDH389,3169.07
FDW392,1691.54
FDH390,1025.04
FDW393,2137.42
FDH391,3741.94
FDW394,3395.41
FDH392,1058.72
FDW395,1434.75
FDH393,2899.27
FDW396,1903.70
FDH394,1798.01
FDW397,2497.23
FDH395,1321.04
FDW398,2102.82
FDH396,419.93
FDW399,1520.94
FDH397,839.00
FDW400,810.16
FDH398,4250.46
FDW401,1572.58
FDH399,4171.61
FDW402,2828.69
FDH400,2420.13
FDW403,3686.16
FDH401,608.21
FDW404,2806.43
FDH402,1543.61
FDW405,1513.52
FDH403,3396.78
FDW406,3976.43
FDH404,4172.29
FDW407,1776.25
FDH405,2997.89
FDW408,2679.48
FDH406,404.49
FDW409,2247.09
FDH407,2413.43
FDW410,2336.30
FDH408,3313.43
FDW411,1370.10
FDH409,1386.06
FDW412,2902.84
FDH410,3671.81
FDW413,3929.66
FDH411,2371.21
FDW414,3518.98
FDH412,3904.96
FDW415,3572.81
FDH413,3096.87
FDW416,2486.64
FDH414,2319.74
FDW417,964.67
FDH415,2131.78
FDW418,2046.23
FDH416,1277.99
FDW419,3458.14
FDH417,1849.81
FDW420,4258.19
FDH418,3561.09
FDW421,1691.97
FDH419,3032.67
FDW422,2769.63
FDH420,2672.01
FDW423,623.60
FDH421,2608.36
FDW424,2753.02
FDH422,1502.29
FDW425,894.24
FDH423,1701.05
FDW426,2249.96
FDH424,1527.03
FDW427,2097.32
FDH425,2132.10
FDW428,2325.16
FDH426,1378.48
FDW429,2597.52
FDH427,1737.60
FDW430,3897.28
FDH428,1875.90
FDW431,603.30
FDH429,2450.59
FDW432,3033.28
FDH430,3364.86
FDW433,2006.43
FDH431,1305.73
FDW434,911.37
FDH432,761.79
FDW435,1765.99
FDH433,1010.66
FDW436,695.31
FDH434,3189.76
FDW437,3807.51
FDH435,1715.76
FDW438,1928.90
FDH436,1482.53
FDW439,2350.09
FDH437,4140.97
FDW440,2155.36
FDH438,4028.60
FDW441,1759.75
FDH439,2852.76
FDW442,812.25
FDH440,2716.52
FDW443,3987.94
FDH441,1681.54
FDW444,3268.80
FDH442,3223.61
FDW445,578.62
FDH443,2798.97
FDW446,3706.93
FDH444,2160.15
FDW447,3168.15
FDH445,3482.38
FDW448,2015.09
FDH446,2601.49
FDW449,1418.68
FDH447,1955.42
FDW450,3106.65
FDH448,674.51
FDW451,836.46
FDH449,634.72
FDW452,3825.83
FDH450,1821.25
FDW453,3255.38
FDH451,1511.00
FDW454,2375.18
FDH452,3600.92
FDW455,2022.68
FDH453,2376.44
FDW456,659.51
FDH454,2309.57
FDW457,1595.69
FDH455,621.18
FDW458,2805.15
FDH456,2820.89
FDW459,1305.75
FDH457,1701.09
FDW460,617.67
FDH458,2231.20
FDW461,3185.37
FDH459,431.65
FDW462,3831.77
FDH460,2620.03
FDW463,2043.53
FDH461,1765.58
FDW464,642.47
FDH462,566.25
FDW465,3228.17
FDH463,2595.47
FDW466,2506.12
FDH464,2554.26
FDW467,1643.64
FDH465,757.45
FDW468,4339.14
FDH466,1759.34
FDW469,1085.20
FDH467,1468.67
FDW470,4059.19
FDH468,3197.83
FDW471,2765.08
FDH469,1189.50
FDW472,567.58
FDH470,3933.36
FDW473,2089.03
FDH471,2337.33
FDW474,864.26
FDH472,1757.16
FDW475,3995.05
FDH473,2871.65
FDW476,1514.22
FDH474,1955.92
FDW477,3274.82
FDH475,2148.06
FDW478,968.69
FDH476,3806.62
FDW479,3528.77
FDH477,3420.65
FDW480,2426.58
FDH478,1244.95
FDW481,1412.27
FDH479,2407.90
FDW482,3013.58
FDH480,939.15
FDW483,1187.33
FDH481,3461.60
FDW484,2253.92
FDH482,3726.92
FDW485,3040.23
FDH483,1172.42
FDW486,2457.76
FDH484,1837.02
FDW487,2601.86
FDH485,1359.27
FDW488,3090.23
FDH486,3483.20
FDW489,1243.99
FDH487,688.73
FDW490,1976.38
FDH488,729.12
FDW491,2875.82
FDH489,3392.80
FDW492,2343.81
FDH490,3368.41
FDW493,4148.56
FDH491,866.46
FDW494,679.92
FDH492,2033.33
FDW495,2870.29
FDH493,1530.86
FDW496,4138.17
FDH494,3142.21
FDW497,4245.26
FDH495,1557.42
FDW498,4051.32
FDH496,1328.01
FDW499,1617.60
FDH497,2548.99
FDW500,3683.23
FDH498,1907.03
FDW501,1376.66
FDH499,3385.16
FDW502,2617.49
FDH500,745.68
FDW503,1459.67
FDH501,580.13
FDW504,3024.85
FDH502,1963.42
FDW505,621.21
FDH503,2394.00
FDW506,2093.16
FDH504,614.24
FDW507,4036.87
FDH505,1386.25
FDW508,2115.34
FDH506,1463.99
FDW509,2992.84
FDH507,2416.10
FDW510,2037.90
FDH508,2041.77
FDW511,4113.74
FDH509,2451.62
FDW512,2005.62
FDH510,1222.99
FDW513,2334.30
FDH511,1957.08
FDW514,3344.09
FDH512,3532.09
FDW515,3456.20
FDH513,2521.62
FDW516,1337.90
FDH514,2340.08
FDW517,1981.73
FDH515,1886.99
FDW518,666.10
FDH516,2731.10
FDW519,755.17
FDH517,1999.58
FDW520,3201.67
FDH518,690.41
FDW521,2303.18
FDH519,2938.06
FDW522,3097.21
FDH520,3950.12
FDW523,1399.22
FDH521,3809.32
FDW524,2616.46
FDH522,673.49
FDW525,777.17
FDH523,2515.71
FDW526,3677.74
FDH524,3341.37
FDW527,1412.39
FDH525,2343.73
FDW528,4322.82
FDH526,2628.10
FDW529,4040.65
FDH527,3451.93
FDW530,2769.34
FDH528,1771.36
FDW531,868.07
FDH529,1423.05
FDW532,2306.78
FDH530,1241.09
FDW533,2153.83
FDH531,2348.52
FDW534,2505.97
FDH532,3611.98
FDW535,2452.83
FDH533,3082.51
FDW536,1343.87
FDH534,1575.16
FDW537,952.57
FDH535,1192.27
FDW538,3440.03
FDH536,996.12
FDW539,2559.76
FDH537,3164.24
FDW540,1382.78
FDH538,895.42
FDW541,3184.10
FDH539,3099.00
FDW542,1607.82
FDH540,1343.59
FDW543,2897.89
FDH541,3221.86
FDW544,746.17
FDH542,1136.27
FDW545,731.43
FDH543,3836.44
FDW546,1499.83
FDH544,2223.15
FDW547,3052.81
FDH545,4124.54
FDW548,2682.80
FDH546,2617.88
FDW549,1448.79
FDH547,2298.72
FDW550,1500.26
FDH548,2780.64
FDW551,3673.29
FDH549,4158.10
FDW552,2201.43
FDH550,1377.14
FDW553,2992.80
FDH551,3218.67
FDW554,2632.78
FDH552,4082.99
FDW555,4200.57
FDH553,2013.11
FDW556,1598.17
FDH554,735.77
FDW557,680.40
FDH555,2167.19
FDW558,2435.09
FDH556,2922.05
FDW559,1358.35
FDH557,3073.06
FDW560,1027.33
FDH558,2230.58
FDW561,1504.24
FDH559,3574.86
FDW562,1208.61
FDH560,3056.30
FDW563,1747.59
FDH561,1550.77
FDW564,4011.59
FDH562,1441.36
FDW565,3297.70
FDH563,3083.32
FDW566,3666.80
FDH564,2602.46
FDW567,4258.36
FDH565,3126.98
FDW568,3857.45
FDH566,2070.52
FDW569,1952.39
FDH567,2212.28
FDW570,3453.35
FDH568,1734.12
FDW571,1760.02
FDH569,1156.17
FDW572,1964.77
FDH570,4010.51
FDW573,3517.68
FDH571,1210.29
FDW574,3056.06
FDH572,665.85
FDW575,1555.13
FDH573,1253.04
FDW576,868.36
FDH574,591.17
FDW577,685.34
FDH575,1194.81
FDW578,2192.28
FDH576,3851.33
FDW579,815.47
FDH577,2201.43
FDW580,1919.99
FDH578,2058.54
FDW581,2163.30
FDH579,3126.49
FDW582,660.32
FDH580,1717.52
FDW583,2164.49
FDH581,714.19
FDW584,3602.13
FDH582,965.37
FDW585,2360.03
FDH583,688.54
FDW586,2625.83
FDH584,2399.91
FDW587,2447.40
FDH585,673.84
FDW588,2305.05
FDH586,1662.75
FDW589,1996.67
FDH587,3105.46
FDW590,3278.29
FDH588,2719.21
FDW591,2461.11
FDH589,3377.24
FDW592,2503.59
FDH590,2731.85
FDW593,687.15
FDH591,2381.05
FDW594,3135.35
FDH592,631.05
FDW595,1733.05
FDH593,2366.19
FDW596,3380.30
FDH594,2001.05
FDW597,657.87
FDH595,2588.28
FDW598,827.09
FDH596,3364.07
FDW599,1517.96
FDH597,2088.74
FDW600,1549.46
FDH598,2238.01
FDW601,2032.65
FDH599,786.63
FDW602,3546.41
FDH600,2483.15
FDW603,2566.96
FDH601,3029.49
FDW604,3042.34
FDH602,2571.53
FDW605,1830.31
FDH603,1224.04
FDW606,2925.05
FDH604,670.40
FDW607,1048.55
FDH605,2484.98
FDW608,3263.39
FDH606,1173.69
FDW609,1953.72
FDH607,704.85
FDW610,688.28
FDH608,825.94
FDW611,1834.84
FDH609,2336.74
FDW612,3173.99
FDH610,1896.98
FDW613,854.03
FDH611,4237.19
FDW614,1675.92
FDH612,1822.52
FDW615,2713.57
FDH613,590.81
FDW616,2797.64
FDH614,1299.96
FDW617,3927.79
FDH615,1745.36
FDW618,3268.74
FDH616,2046.84
FDW619,2182.25
FDH617,2860.71
FDW620,1794.66
FDH618,2178.32
FDW621,1361.38
FDH619,3069.60
FDW622,2326.24
FDH620,707.99
FDW623,3218.56
FDH621,2255.42
FDW624,741.18
FDH622,708.00
FDW625,2376.65
FDH623,857.51
FDW626,741.08
FDH624,2518.18
FDW627,2541.28
FDH625,707.54
FDW628,3369.57
FDH626,1465.75
FDW629,2916.32
FDH627,942.87
FDW630,4009.31
FDH628,763.99
FDW631,4132.04
FDH629,2436.81
FDW632,3254.92
FDH630,4187.08
FDW633,4060.57
FDH631,1755.20
FDW634,1586.51
FDH632,2968.44
FDW635,1053.52
FDH633,632.13
FDW636,876.85
FDH634,1801.80
FDW637,2486.29
FDH635,1503.25
FDW638,2460.00
FDH636,1779.26
FDW639,1202.15
FDH637,2774.98
FDW640,3038.00
FDH638,645.77
FDW641,4506.47
FDH639,1893.11
FDW642,3045.10
FDH640,733.65
FDW643,3449.60
FDH641,683.28
FDW644,1132.61
FDH642,1516.36
FDW645,4167.04
FDH643,2104.83
FDW646,1176.77
FDH644,1520.29
FDW647,2189.43
FDH645,1974.86
FDW648,654.22
FDH646,1930.30
FDW649,1703.05
FDH647,4167.43
FDW650,2227.69
FDH648,731.01
FDW651,402.01
FDH649,3688.07
FDW652,1837.40
FDH650,2510.96
FDW653,1528.19
FDH651,951.81
FDW654,4156.49
FDH652,749.68
FDW655,708.70
FDH653,3139.34
FDW656,1201.30
FDH654,941.11
FDW657,1877.30
FDH655,1256.34
FDW658,2652.20
FDH656,4221.46
FDW659,2948.15
FDH657,2988.93
FDW660,2774.66
FDH658,2934.46
FDW661,1421.21
FDH659,905.84
FDW662,693.70
FDH660,2798.97
FDW663,2866.12
FDH661,3893.37
FDW664,1478.36
FDH662,3200.67
FDW665,4013.99
FDH663,1389.52
FDW666,645.93
FDH664,3017.36
FDW667,1566.19
FDH665,2379.64
FDW668,1087.68
FDH666,3636.17
FDW669,2343.75
FDH667,3022.11
FDW670,2747.65
FDH668,1962.41
FDW671,897.95
FDH669,1087.38
FDW672,2585.29
FDH670,3218.40
FDW673,2400.24
FDH671,2288.27
FDW674,4355.84
FDH672,534.05
FDW675,1752.91
FDH673,1447.88
FDW676,788.27
FDH674,1460.92
FDW677,2871.27
FDH675,1870.25
FDW678,3404.03
FDH676,2015.33
FDW679,4566.48
FDH677,1823.36
FDW680,3956.19
FDH678,1785.19
FDW681,903.69
FDH679,2166.28
FDW682,3359.23
FDH680,2221.98
FDW683,420.88
FDH681,2980.19
FDW684,1038.54
FDH682,2517.37
FDW685,1150.94
FDH683,899.19
FDW686,2292.72
FDH684,1266.66
FDW687,3141.72
FDH685,3441.54
FDW688,1217.67
FDH686,3333.90
FDW689,4226.07
FDH687,431.18
FDW690,2882.72
FDH688,1449.64
FDW691,2827.86
FDH689,3056.36
FDW692,2885.95
FDH690,1804.91
FDW693,846.24
FDH691,1698.94
FDW694,1587.94
FDH692,795.97
FDW695,1956.55
FDH693,3480.93
FDW696,2275.24
FDH694,3133.75
FDW697,1024.10
FDH695,1181.65
FDW698,673.74
FDH696,428.43
FDW699,680.06
FDH697,748.74
FDW700,4006.41
FDH698,3557.06
FDW701,1692.10
FDH699,1893.20
FDW702,3112.67
FDH700,621.93
FDW703,1593.82
FDH701,2862.61
FDW704,2674.72
FDH702,2508.10
FDW705,1558.98
FDH703,2364.99
FDW706,2741.92
FDH704,2228.39
FDW707,3123.77
FDH705,1151.28
FDW708,2808.28
FDH706,2709.95
FDW709,3687.85
FDH707,729.61
FDW710,3233.94
FDH708,2912.93
FDW711,4310.97
FDH709,2615.82
FDW712,2687.48
FDH710,3516.49
FDW713,823.22
FDH711,1577.91
FDW714,1519.21
FDH712,3477.57
FDW715,1392.33
FDH713,4301.50
FDW716,1030.85
FDH714,1630.41
FDW717,2647.40
FDH715,4279.99
FDW718,1313.20
FDH716,1030.51
FDW719,3005.66
FDH717,2898.54
FDW720,669.27
FDH718,4268.01
FDW721,1611.96
FDH719,1787.71
FDW722,3206.80
FDH720,2858.06
FDW723,609.34
FDH721,1429.73
FDW724,2055.78
FDH722,1842.73
FDW725,3950.19
FDH723,1617.89
FDW726,1059.95
FDH724,1319.47
FDW727,697.30
FDH725,3151.78
FDW728,1200.80
FDH726,1950.70
FDW729,2665.01
FDH727,3136.70
FDW730,1577.13
FDH728,2063.20
FDW731,1469.89
FDH729,3268.55
FDW732,2298.33
FDH730,2654.43
FDW733,1820.35
FDH731,3188.45
FDW734,3164.25
FDH732,2573.39
FDW735,1313.18
FDH733,4099.36
FDW736,2121.76
FDH734,780.45
FDW737,3813.98
FDH735,4188.53
FDW738,1058.61
FDH736,3460.37
FDW739,1973.20
FDH737,1018.25
FDW740,2760.59
FDH738,2399.84
FDW741,3014.42
FDH739,3314.65
FDW742,3385.17
FDH740,646.54
FDW743,1741.74
FDH741,1322.56
FDW744,3534.47
FDH742,3249.58
FDW745,2916.30
FDH743,2306.57
FDW746,403.18
FDH744,1430.43
FDW747,2197.73
FDH745,2081.69
FDW748,1776.94
FDH746,1913.41
FDW749,2900.14
FDH747,989.69
FDW750,1600.03
FDH748,2638.52
FDW751,735.17
FDH749,1484.69
FDW752,2219.45
FDH750,4290.55
FDW753,2468.22
FDH751,1291.76
FDW754,3096.96
FDH752,1233.06
FDW755,3146.07
FDH753,1376.31
FDW756,1570.62
FDH754,2470.92
FDW757,2111.96
FDH755,2128.39
FDW758,2517.43
FDH756,1613.35
FDW759,1628.97
FDH757,1653.29
FDW760,1275.71
FDH758,3509.79
FDW761,2959.84
FDH759,2211.26
FDW762,2241.81
FDH760,1270.26
FDW763,2246.33
FDH761,1453.70
FDW764,1703.29
FDH762,3216.28
FDW765,1322.16
FDH763,618.26
FDW766,2435.48
